optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 3, 6, 2, 24, 29, 26, 7, 9, 21, 25, 20, 30, 4, 15, 19, 28, 17, 27, 22, 10, 11, 14, 16, 12, 18, 13, 23, 8, 5, 1}",3.793243,"{1, 5, 8, 23, 27, 22, 16, 14, 12, 18, 13, 11, 10, 17, 28, 19, 15, 4, 30, 7, 29, 26, 20, 25, 21, 9, 24, 2, 6, 3, 1}",4.750113,0.252257,0.000325
"{1, 11, 10, 26, 6, 28, 22, 7, 9, 21, 16, 12, 17, 3, 2, 18, 30, 8, 13, 25, 24, 19, 15, 14, 20, 29, 5, 4, 23, 27, 1}",4.620348,"{1, 11, 27, 23, 5, 4, 24, 19, 15, 14, 20, 29, 25, 13, 8, 30, 18, 2, 3, 17, 12, 9, 7, 21, 16, 22, 28, 6, 10, 26, 1}",5.458133,0.181325,0.000327
"{1, 16, 27, 7, 26, 4, 24, 12, 11, 9, 5, 23, 28, 15, 10, 3, 6, 8, 18, 22, 21, 19, 29, 25, 17, 30, 2, 14, 20, 13, 1}",4.474249,"{1, 27, 7, 16, 4, 26, 24, 12, 9, 23, 5, 11, 2, 14, 20, 10, 15, 3, 28, 30, 17, 25, 6, 8, 18, 22, 21, 29, 19, 13, 1}",5.627952,0.257854,0.000325
"{1, 6, 7, 29, 13, 16, 25, 24, 10, 17, 26, 5, 20, 9, 23, 3, 2, 21, 30, 28, 8, 18, 19, 11, 4, 22, 27, 14, 15, 12, 1}",4.730597,"{1, 6, 29, 13, 16, 25, 24, 10, 17, 5, 26, 20, 23, 9, 3, 2, 21, 28, 8, 30, 12, 15, 14, 27, 22, 4, 11, 19, 18, 7, 1}",5.410278,0.143678,0.000328
"{1, 24, 26, 16, 3, 29, 19, 4, 15, 22, 6, 23, 28, 2, 8, 25, 17, 5, 30, 18, 13, 27, 9, 10, 14, 12, 7, 20, 11, 21, 1}",4.669560,"{1, 24, 3, 29, 19, 4, 6, 23, 28, 2, 18, 30, 5, 13, 27, 14, 12, 10, 9, 17, 25, 8, 22, 15, 26, 21, 11, 7, 20, 16, 1}",5.266973,0.127938,0.000318
"{1, 4, 19, 17, 25, 16, 12, 28, 18, 3, 23, 24, 5, 13, 27, 9, 29, 30, 15, 11, 14, 22, 21, 7, 20, 8, 6, 2, 26, 10, 1}",4.738707,"{1, 13, 5, 24, 3, 23, 27, 30, 9, 29, 15, 11, 14, 26, 2, 6, 8, 20, 22, 7, 21, 25, 16, 18, 12, 28, 17, 10, 19, 4, 1}",6.178158,0.303765,0.000329
"{1, 26, 22, 16, 24, 12, 30, 2, 20, 13, 15, 9, 23, 10, 11, 7, 4, 25, 28, 17, 6, 19, 8, 27, 3, 21, 18, 29, 14, 5, 1}",4.456894,"{1, 5, 14, 21, 3, 27, 8, 6, 19, 29, 18, 17, 28, 25, 4, 7, 11, 20, 13, 15, 23, 10, 9, 2, 30, 12, 24, 16, 22, 26, 1}",5.294767,0.187995,0.000321
"{1, 6, 24, 30, 9, 3, 19, 15, 29, 27, 28, 22, 17, 7, 4, 14, 20, 5, 26, 25, 13, 16, 21, 8, 18, 12, 2, 11, 23, 10, 1}",4.615009,"{1, 10, 23, 11, 2, 12, 18, 8, 21, 16, 13, 26, 25, 5, 29, 15, 3, 19, 27, 17, 7, 20, 14, 4, 22, 28, 6, 24, 30, 9, 1}",4.893529,0.060351,0.000319
"{1, 7, 15, 5, 11, 13, 17, 3, 25, 10, 18, 19, 9, 28, 22, 4, 2, 6, 27, 24, 23, 12, 14, 20, 16, 26, 30, 21, 8, 29, 1}",4.241587,"{1, 29, 16, 30, 21, 8, 26, 20, 14, 12, 24, 23, 27, 6, 2, 4, 22, 28, 9, 19, 18, 10, 25, 3, 17, 13, 11, 5, 7, 15, 1}",4.493264,0.059336,0.000319
"{1, 28, 21, 13, 26, 22, 17, 20, 10, 29, 9, 12, 3, 5, 30, 25, 2, 7, 15, 18, 6, 14, 27, 11, 16, 23, 24, 8, 19, 4, 1}",4.388883,"{1, 19, 4, 28, 26, 10, 29, 9, 12, 3, 2, 25, 30, 5, 20, 17, 22, 13, 21, 8, 24, 23, 14, 7, 15, 18, 6, 16, 27, 11, 1}",5.472017,0.246791,0.000323
"{1, 24, 28, 14, 6, 5, 12, 27, 20, 16, 3, 21, 2, 23, 18, 9, 22, 25, 10, 4, 13, 7, 8, 29, 11, 19, 17, 30, 15, 26, 1}",4.602590,"{1, 27, 20, 16, 3, 28, 14, 6, 5, 12, 21, 2, 23, 18, 9, 10, 22, 25, 4, 13, 19, 17, 26, 15, 30, 29, 7, 8, 11, 24, 1}",5.536684,0.202950,0.000315
"{1, 3, 23, 14, 13, 9, 8, 15, 28, 16, 25, 6, 18, 24, 12, 21, 17, 4, 20, 27, 22, 26, 29, 10, 30, 7, 2, 5, 11, 19, 1}",5.005889,"{1, 19, 11, 5, 2, 7, 30, 29, 10, 26, 22, 20, 27, 4, 17, 21, 12, 24, 6, 18, 25, 16, 28, 15, 8, 14, 3, 23, 13, 9, 1}",5.294012,0.057557,0.000315
"{1, 27, 4, 11, 10, 24, 25, 9, 5, 28, 20, 12, 3, 29, 13, 15, 17, 21, 6, 2, 18, 16, 26, 19, 22, 23, 8, 14, 30, 7, 1}",4.094765,"{1, 4, 12, 3, 29, 13, 15, 26, 16, 18, 2, 6, 21, 17, 20, 28, 5, 9, 25, 24, 10, 11, 27, 23, 22, 19, 8, 14, 30, 7, 1}",4.858528,0.186522,0.000315
"{1, 11, 18, 16, 6, 3, 12, 29, 21, 14, 2, 4, 30, 24, 17, 8, 25, 27, 10, 22, 23, 13, 19, 20, 15, 26, 28, 9, 7, 5, 1}",4.834078,"{1, 11, 5, 20, 15, 9, 28, 26, 19, 13, 23, 22, 4, 30, 24, 8, 17, 21, 29, 3, 12, 6, 16, 18, 25, 27, 10, 2, 14, 7, 1}",6.615882,0.368592,0.000320
"{1, 17, 25, 7, 22, 23, 28, 16, 5, 15, 9, 4, 24, 13, 8, 21, 20, 18, 12, 6, 26, 10, 30, 2, 11, 14, 19, 3, 27, 29, 1}",3.837955,"{1, 12, 18, 20, 21, 24, 13, 8, 9, 4, 15, 5, 16, 28, 23, 25, 22, 7, 17, 6, 26, 3, 19, 14, 11, 2, 30, 10, 27, 29, 1}",4.427957,0.153728,0.000325
"{1, 28, 21, 12, 2, 13, 6, 3, 29, 9, 4, 27, 15, 26, 24, 11, 25, 16, 7, 23, 10, 18, 20, 14, 30, 8, 19, 22, 17, 5, 1}",4.622925,"{1, 28, 21, 13, 2, 12, 9, 29, 6, 3, 27, 4, 16, 25, 26, 11, 24, 15, 7, 23, 10, 18, 20, 14, 30, 22, 8, 19, 17, 5, 1}",5.087042,0.100395,0.000325
"{1, 19, 11, 29, 2, 7, 16, 14, 30, 3, 26, 23, 9, 17, 28, 18, 27, 12, 13, 24, 10, 6, 15, 25, 21, 5, 8, 22, 4, 20, 1}",4.461438,"{1, 20, 16, 7, 2, 9, 23, 26, 18, 27, 28, 17, 10, 24, 6, 25, 21, 5, 8, 4, 22, 15, 13, 12, 3, 30, 14, 29, 11, 19, 1}",5.231514,0.172607,0.000323
"{1, 24, 20, 19, 25, 22, 28, 21, 30, 13, 18, 8, 16, 2, 27, 12, 9, 17, 3, 11, 7, 15, 4, 10, 5, 26, 6, 14, 23, 29, 1}",5.153664,"{1, 20, 24, 25, 19, 29, 23, 14, 6, 5, 26, 4, 15, 10, 11, 22, 28, 21, 30, 13, 18, 8, 16, 9, 12, 27, 2, 17, 3, 7, 1}",5.910181,0.146792,0.000330
"{1, 8, 13, 14, 11, 17, 30, 9, 15, 25, 7, 4, 6, 23, 26, 10, 16, 19, 24, 29, 5, 2, 20, 27, 18, 3, 22, 12, 28, 21, 1}",4.564327,"{1, 21, 12, 28, 18, 22, 3, 27, 20, 2, 5, 10, 16, 24, 29, 19, 26, 23, 6, 4, 7, 25, 15, 8, 30, 14, 11, 17, 9, 13, 1}",5.202171,0.139746,0.000332
"{1, 11, 6, 27, 13, 15, 14, 16, 19, 17, 5, 24, 7, 12, 10, 2, 25, 20, 4, 29, 26, 8, 30, 22, 28, 9, 23, 3, 18, 21, 1}",4.502045,"{1, 21, 30, 8, 26, 29, 4, 20, 25, 2, 10, 12, 7, 17, 19, 16, 14, 15, 24, 5, 13, 27, 6, 23, 3, 11, 28, 22, 9, 18, 1}",5.547598,0.232240,0.000320
"{1, 17, 3, 22, 25, 24, 15, 16, 21, 9, 19, 7, 29, 14, 4, 12, 20, 18, 10, 13, 27, 5, 6, 30, 2, 28, 8, 11, 23, 26, 1}",4.381454,"{1, 17, 3, 22, 14, 29, 7, 19, 4, 12, 10, 18, 20, 9, 21, 16, 15, 24, 28, 2, 8, 11, 23, 30, 6, 5, 27, 13, 25, 26, 1}",5.728984,0.307553,0.000328
"{1, 18, 28, 15, 22, 8, 6, 19, 30, 20, 12, 27, 9, 4, 29, 21, 5, 23, 10, 17, 2, 3, 11, 26, 14, 16, 25, 24, 13, 7, 1}",4.107432,"{1, 18, 28, 15, 22, 6, 8, 19, 30, 27, 12, 20, 9, 4, 17, 23, 5, 10, 21, 29, 2, 3, 11, 24, 26, 14, 16, 25, 13, 7, 1}",4.466321,0.087376,0.000329
"{1, 14, 13, 5, 20, 6, 30, 8, 25, 24, 4, 22, 2, 29, 19, 15, 17, 28, 23, 16, 26, 21, 7, 10, 11, 9, 12, 27, 3, 18, 1}",4.138706,"{1, 18, 3, 12, 27, 10, 11, 9, 7, 21, 26, 16, 28, 23, 17, 15, 19, 29, 2, 25, 8, 22, 4, 24, 30, 6, 20, 13, 5, 14, 1}",4.584311,0.107668,0.000320
"{1, 4, 15, 8, 20, 28, 3, 17, 22, 14, 5, 6, 30, 11, 12, 24, 21, 27, 18, 7, 25, 13, 23, 26, 2, 19, 16, 10, 29, 9, 1}",4.611070,"{1, 15, 4, 29, 10, 28, 3, 27, 21, 18, 13, 25, 2, 19, 16, 26, 23, 7, 17, 22, 14, 24, 12, 11, 30, 6, 5, 20, 8, 9, 1}",5.706333,0.237529,0.000323
"{1, 29, 18, 12, 5, 23, 11, 2, 7, 4, 20, 22, 6, 19, 30, 3, 13, 24, 21, 15, 14, 16, 8, 25, 17, 27, 10, 26, 28, 9, 1}",4.264485,"{1, 29, 4, 7, 20, 22, 6, 19, 30, 3, 13, 24, 15, 21, 14, 25, 16, 8, 2, 23, 11, 5, 12, 18, 28, 17, 27, 10, 26, 9, 1}",4.879957,0.144325,0.000326
"{1, 22, 30, 8, 25, 10, 16, 15, 5, 12, 2, 28, 19, 21, 18, 13, 4, 26, 27, 24, 17, 14, 11, 23, 20, 9, 29, 7, 6, 3, 1}",4.907429,"{1, 22, 30, 8, 25, 15, 16, 10, 19, 21, 18, 13, 4, 26, 24, 29, 5, 12, 2, 28, 27, 17, 14, 11, 23, 20, 9, 7, 6, 3, 1}",5.910325,0.204363,0.000326
"{1, 7, 30, 25, 26, 5, 29, 11, 4, 14, 24, 8, 10, 12, 15, 18, 19, 6, 20, 3, 27, 16, 13, 28, 21, 17, 9, 23, 2, 22, 1}",4.202533,"{1, 7, 30, 22, 2, 23, 18, 15, 12, 10, 8, 14, 24, 4, 11, 29, 5, 26, 17, 21, 28, 13, 19, 6, 20, 3, 27, 16, 9, 25, 1}",5.293570,0.259614,0.000322
"{1, 22, 23, 30, 11, 3, 12, 4, 19, 29, 9, 17, 16, 27, 14, 18, 20, 5, 25, 2, 10, 8, 7, 24, 13, 28, 15, 6, 21, 26, 1}",4.541911,"{1, 26, 30, 23, 22, 15, 28, 13, 24, 7, 3, 12, 4, 19, 29, 9, 17, 16, 27, 14, 18, 20, 10, 2, 25, 5, 8, 11, 6, 21, 1}",5.325389,0.172500,0.000320
"{1, 21, 26, 14, 16, 18, 12, 6, 15, 8, 9, 19, 17, 4, 5, 22, 13, 28, 30, 25, 3, 27, 11, 2, 24, 10, 20, 23, 7, 29, 1}",4.692335,"{1, 23, 20, 24, 2, 11, 27, 3, 13, 30, 25, 22, 28, 26, 14, 6, 18, 12, 4, 5, 17, 19, 9, 8, 15, 16, 10, 7, 29, 21, 1}",6.034657,0.286067,0.000337
"{1, 16, 26, 2, 13, 11, 29, 19, 10, 30, 5, 28, 27, 9, 18, 14, 25, 24, 4, 3, 6, 7, 22, 17, 21, 15, 12, 23, 20, 8, 1}",4.502110,"{1, 26, 2, 13, 19, 10, 30, 5, 4, 24, 25, 14, 9, 27, 28, 18, 6, 3, 7, 22, 17, 21, 11, 29, 15, 12, 23, 20, 8, 16, 1}",5.475648,0.216240,0.000327
"{1, 25, 20, 10, 12, 28, 2, 13, 17, 14, 4, 9, 23, 11, 26, 30, 29, 8, 27, 24, 3, 7, 5, 18, 22, 16, 15, 6, 21, 19, 1}",4.823119,"{1, 25, 10, 20, 28, 12, 4, 9, 23, 11, 26, 30, 29, 8, 24, 5, 7, 3, 27, 17, 14, 13, 2, 15, 18, 22, 16, 6, 21, 19, 1}",5.219771,0.082240,0.000314
"{1, 23, 21, 22, 15, 9, 2, 24, 16, 7, 27, 19, 14, 18, 11, 12, 10, 29, 3, 20, 17, 25, 13, 5, 30, 4, 28, 6, 26, 8, 1}",4.853044,"{1, 8, 26, 6, 28, 4, 30, 13, 3, 29, 10, 23, 21, 22, 15, 2, 9, 24, 16, 11, 12, 18, 19, 14, 27, 7, 17, 20, 25, 5, 1}",5.489542,0.131154,0.000320
"{1, 9, 16, 24, 6, 12, 20, 25, 19, 5, 23, 3, 14, 7, 2, 26, 22, 10, 21, 15, 30, 27, 18, 29, 28, 4, 8, 11, 17, 13, 1}",4.751153,"{1, 13, 17, 4, 28, 29, 8, 18, 27, 22, 26, 2, 10, 30, 21, 15, 11, 16, 24, 12, 6, 14, 19, 5, 23, 7, 3, 25, 20, 9, 1}",5.828733,0.226804,0.000323
"{1, 15, 10, 11, 22, 6, 13, 21, 3, 19, 26, 18, 23, 30, 17, 29, 25, 4, 24, 16, 20, 12, 2, 14, 9, 5, 7, 8, 28, 27, 1}",4.668866,"{1, 15, 10, 11, 22, 6, 13, 21, 3, 19, 26, 18, 23, 30, 17, 16, 24, 4, 25, 29, 20, 12, 2, 14, 9, 5, 7, 8, 27, 28, 1}",4.832652,0.035081,0.000315
"{1, 8, 15, 21, 24, 13, 27, 16, 29, 9, 5, 25, 10, 28, 22, 17, 3, 4, 2, 19, 6, 30, 11, 23, 12, 18, 20, 7, 26, 14, 1}",4.532633,"{1, 26, 7, 14, 21, 24, 13, 27, 16, 29, 9, 5, 25, 10, 22, 28, 3, 2, 30, 11, 23, 17, 4, 19, 6, 18, 12, 20, 8, 15, 1}",5.000901,0.103310,0.000322
"{1, 13, 6, 3, 7, 5, 16, 27, 20, 24, 23, 14, 2, 22, 19, 10, 11, 17, 8, 26, 9, 30, 4, 12, 18, 28, 25, 15, 21, 29, 1}",4.124305,"{1, 29, 26, 9, 30, 18, 12, 4, 21, 15, 28, 25, 7, 3, 6, 13, 5, 16, 27, 20, 24, 23, 14, 2, 19, 10, 22, 11, 17, 8, 1}",4.569911,0.108044,0.000321
"{1, 18, 29, 9, 27, 24, 11, 5, 16, 28, 25, 26, 13, 8, 10, 20, 4, 21, 19, 17, 3, 30, 12, 23, 14, 7, 22, 2, 6, 15, 1}",4.227078,"{1, 18, 29, 2, 9, 27, 24, 11, 5, 16, 28, 25, 26, 22, 7, 14, 15, 23, 12, 3, 30, 17, 19, 21, 20, 4, 10, 13, 8, 6, 1}",4.925291,0.165176,0.000321
"{1, 20, 30, 24, 15, 3, 29, 19, 16, 18, 8, 26, 10, 2, 13, 7, 25, 4, 17, 9, 6, 21, 28, 12, 27, 5, 23, 11, 22, 14, 1}",4.600820,"{1, 20, 30, 24, 15, 3, 29, 19, 16, 8, 18, 26, 10, 2, 13, 7, 21, 28, 12, 27, 25, 4, 17, 9, 6, 5, 23, 11, 22, 14, 1}",4.958092,0.077654,0.000315
"{1, 27, 16, 28, 19, 18, 12, 20, 23, 25, 22, 5, 24, 21, 30, 3, 11, 15, 9, 6, 17, 2, 29, 8, 7, 4, 14, 10, 13, 26, 1}",5.012294,"{1, 27, 16, 28, 23, 25, 14, 10, 13, 24, 30, 29, 3, 11, 2, 17, 9, 15, 6, 8, 7, 4, 21, 5, 22, 20, 19, 18, 12, 26, 1}",6.438037,0.284449,0.000319
"{1, 19, 28, 26, 29, 24, 21, 18, 7, 8, 27, 5, 2, 14, 4, 20, 9, 30, 10, 3, 23, 6, 11, 17, 13, 16, 12, 22, 15, 25, 1}",4.598729,"{1, 19, 25, 10, 30, 9, 20, 4, 29, 28, 3, 23, 6, 11, 17, 21, 18, 7, 24, 8, 14, 2, 5, 27, 26, 15, 22, 12, 13, 16, 1}",5.729334,0.245852,0.000334
"{1, 18, 10, 23, 14, 4, 25, 9, 3, 13, 22, 7, 29, 20, 5, 30, 28, 15, 24, 19, 21, 6, 11, 26, 16, 12, 8, 27, 17, 2, 1}",4.581235,"{1, 18, 10, 23, 14, 29, 13, 22, 7, 9, 3, 25, 4, 20, 5, 30, 28, 15, 24, 19, 21, 26, 11, 6, 2, 17, 27, 8, 12, 16, 1}",5.161068,0.126567,0.000329
"{1, 26, 15, 6, 30, 8, 25, 29, 12, 2, 3, 11, 9, 20, 19, 16, 23, 5, 13, 22, 18, 10, 24, 27, 28, 7, 14, 17, 21, 4, 1}",4.666267,"{1, 26, 21, 17, 14, 7, 28, 24, 10, 27, 18, 19, 16, 5, 23, 13, 22, 20, 9, 3, 11, 2, 12, 29, 25, 8, 30, 6, 15, 4, 1}",5.265559,0.128431,0.000327
"{1, 20, 6, 24, 30, 21, 4, 14, 11, 18, 17, 22, 28, 26, 3, 8, 13, 16, 12, 25, 27, 5, 15, 29, 7, 19, 2, 23, 10, 9, 1}",3.648519,"{1, 20, 6, 24, 30, 21, 4, 14, 11, 9, 29, 15, 27, 8, 13, 16, 12, 25, 5, 7, 17, 22, 28, 26, 3, 18, 2, 19, 23, 10, 1}",4.325430,0.185530,0.000318
"{1, 13, 25, 20, 27, 12, 18, 11, 5, 15, 9, 28, 3, 16, 22, 2, 4, 26, 6, 21, 19, 29, 24, 17, 8, 23, 7, 14, 30, 10, 1}",4.267850,"{1, 20, 27, 12, 19, 21, 22, 4, 2, 26, 6, 29, 24, 23, 17, 8, 7, 14, 30, 10, 18, 11, 5, 15, 16, 3, 9, 28, 25, 13, 1}",5.639937,0.321494,0.000319
"{1, 10, 3, 12, 15, 14, 24, 17, 28, 22, 5, 8, 25, 9, 20, 27, 21, 30, 4, 26, 18, 23, 13, 19, 16, 6, 29, 7, 11, 2, 1}",4.376334,"{1, 10, 27, 20, 30, 4, 21, 26, 18, 23, 13, 29, 7, 2, 11, 6, 19, 16, 25, 9, 8, 5, 22, 28, 17, 24, 14, 12, 15, 3, 1}",5.318121,0.215200,0.000319
"{1, 13, 5, 11, 9, 16, 3, 28, 22, 17, 19, 29, 6, 23, 20, 15, 21, 30, 4, 10, 12, 18, 24, 8, 26, 25, 2, 7, 27, 14, 1}",4.606474,"{1, 14, 27, 2, 7, 26, 8, 24, 25, 9, 18, 12, 10, 4, 21, 30, 15, 20, 23, 6, 29, 19, 17, 22, 3, 28, 16, 11, 5, 13, 1}",5.441024,0.181169,0.000322
"{1, 27, 19, 3, 20, 17, 5, 29, 28, 8, 30, 21, 16, 25, 7, 24, 13, 6, 23, 4, 11, 9, 22, 12, 14, 26, 10, 2, 15, 18, 1}",4.648705,"{1, 27, 19, 3, 20, 17, 5, 28, 8, 29, 30, 16, 21, 25, 7, 11, 24, 23, 6, 13, 4, 9, 22, 12, 14, 26, 10, 15, 2, 18, 1}",5.027680,0.081523,0.000322
"{1, 8, 10, 29, 18, 24, 14, 6, 13, 21, 28, 30, 22, 27, 25, 26, 5, 17, 7, 11, 20, 3, 9, 15, 4, 23, 16, 2, 19, 12, 1}",4.707365,"{1, 8, 10, 29, 20, 11, 7, 17, 5, 26, 25, 27, 22, 30, 28, 21, 13, 6, 14, 24, 18, 12, 19, 3, 16, 15, 23, 4, 9, 2, 1}",5.273013,0.120162,0.000317
"{1, 10, 12, 2, 16, 25, 19, 15, 5, 18, 30, 24, 27, 8, 4, 7, 13, 21, 22, 9, 3, 29, 20, 26, 23, 17, 28, 14, 6, 11, 1}",4.822067,"{1, 2, 16, 25, 19, 15, 18, 5, 7, 4, 8, 13, 27, 24, 30, 11, 3, 22, 9, 21, 26, 20, 28, 23, 17, 29, 14, 6, 12, 10, 1}",5.346846,0.108829,0.000316
"{1, 13, 28, 10, 15, 4, 7, 19, 12, 22, 29, 30, 16, 17, 5, 2, 8, 25, 11, 6, 21, 24, 26, 3, 18, 14, 23, 20, 27, 9, 1}",4.415256,"{1, 13, 28, 15, 10, 7, 4, 19, 12, 22, 29, 30, 11, 25, 8, 2, 5, 17, 16, 21, 6, 24, 26, 3, 18, 14, 23, 20, 27, 9, 1}",4.963747,0.124226,0.000326
"{1, 27, 12, 9, 25, 7, 11, 20, 21, 10, 16, 6, 17, 8, 4, 5, 22, 29, 3, 30, 28, 2, 24, 13, 19, 26, 18, 15, 14, 23, 1}",4.151205,"{1, 27, 19, 13, 24, 2, 28, 26, 12, 9, 25, 7, 11, 20, 21, 16, 10, 6, 17, 8, 4, 5, 22, 15, 29, 3, 30, 18, 14, 23, 1}",4.552364,0.096637,0.000316
"{1, 12, 29, 27, 19, 4, 21, 23, 11, 2, 24, 20, 13, 22, 30, 15, 5, 14, 6, 28, 16, 18, 25, 10, 9, 7, 26, 8, 3, 17, 1}",4.574550,"{1, 12, 4, 23, 19, 29, 27, 21, 11, 2, 24, 20, 13, 22, 30, 14, 5, 15, 28, 6, 16, 18, 25, 26, 7, 9, 10, 17, 3, 8, 1}",5.288076,0.155977,0.000323
"{1, 18, 19, 9, 12, 6, 3, 21, 16, 25, 4, 29, 27, 7, 2, 5, 20, 10, 13, 28, 17, 23, 22, 8, 26, 14, 24, 30, 15, 11, 1}",5.002125,"{1, 30, 24, 14, 26, 19, 8, 22, 13, 28, 17, 23, 21, 16, 3, 6, 27, 5, 10, 20, 25, 4, 29, 7, 2, 12, 9, 18, 15, 11, 1}",6.225476,0.244566,0.000325
"{1, 21, 20, 19, 6, 11, 5, 2, 26, 13, 18, 16, 8, 17, 14, 22, 10, 28, 9, 7, 23, 15, 25, 24, 3, 29, 27, 30, 4, 12, 1}",4.803483,"{1, 21, 27, 29, 25, 3, 24, 30, 4, 12, 20, 26, 13, 18, 16, 14, 10, 22, 7, 15, 23, 9, 28, 17, 8, 5, 2, 11, 6, 19, 1}",5.849254,0.217711,0.000316
"{1, 27, 25, 5, 4, 20, 12, 6, 11, 9, 30, 24, 3, 23, 7, 21, 13, 17, 28, 22, 10, 8, 2, 26, 19, 15, 29, 14, 18, 16, 1}",4.486312,"{1, 27, 25, 5, 4, 20, 12, 6, 11, 9, 30, 24, 28, 22, 2, 8, 10, 17, 3, 23, 7, 21, 13, 29, 14, 15, 19, 26, 18, 16, 1}",4.922196,0.097159,0.000314
"{1, 18, 14, 3, 26, 12, 15, 21, 6, 24, 20, 13, 10, 22, 28, 23, 30, 4, 29, 7, 27, 25, 19, 16, 11, 8, 2, 9, 5, 17, 1}",5.031363,"{1, 17, 5, 16, 9, 2, 8, 11, 19, 23, 30, 4, 29, 7, 24, 28, 22, 10, 13, 20, 6, 27, 25, 18, 14, 15, 21, 3, 26, 12, 1}",6.386654,0.269368,0.000337
"{1, 19, 17, 3, 16, 11, 5, 23, 29, 25, 9, 14, 7, 26, 13, 28, 10, 18, 12, 6, 15, 24, 21, 2, 8, 27, 20, 22, 4, 30, 1}",4.228385,"{1, 30, 4, 22, 8, 27, 20, 2, 21, 24, 15, 6, 12, 10, 18, 28, 13, 9, 25, 26, 7, 14, 29, 23, 5, 11, 16, 19, 17, 3, 1}",4.416573,0.044506,0.000315
"{1, 5, 3, 25, 12, 27, 11, 17, 16, 10, 28, 30, 22, 26, 15, 6, 24, 8, 7, 14, 13, 20, 21, 23, 4, 9, 29, 19, 18, 2, 1}",4.426407,"{1, 19, 29, 23, 4, 9, 10, 28, 30, 22, 15, 26, 6, 24, 8, 13, 7, 14, 20, 21, 25, 12, 27, 11, 17, 16, 3, 5, 18, 2, 1}",5.114616,0.155478,0.000336
"{1, 25, 30, 29, 2, 22, 20, 7, 14, 13, 24, 10, 21, 15, 28, 19, 3, 26, 16, 8, 27, 11, 5, 23, 17, 18, 4, 12, 9, 6, 1}",4.645986,"{1, 30, 29, 14, 2, 22, 20, 7, 10, 13, 24, 21, 15, 28, 16, 26, 8, 3, 19, 27, 11, 5, 17, 12, 4, 18, 23, 6, 9, 25, 1}",5.716147,0.230341,0.000319
"{1, 9, 19, 2, 5, 26, 14, 16, 29, 13, 12, 11, 25, 17, 10, 7, 24, 30, 23, 20, 28, 27, 8, 18, 21, 15, 4, 3, 22, 6, 1}",4.889696,"{1, 6, 22, 4, 3, 15, 20, 28, 27, 8, 18, 21, 19, 2, 5, 14, 26, 16, 29, 11, 13, 12, 17, 10, 25, 7, 24, 30, 23, 9, 1}",5.877533,0.202024,0.000314
"{1, 24, 15, 12, 25, 11, 14, 7, 26, 28, 9, 22, 13, 27, 10, 5, 17, 30, 3, 16, 18, 20, 8, 19, 2, 29, 23, 6, 4, 21, 1}",4.641962,"{1, 11, 25, 12, 8, 4, 6, 23, 29, 19, 2, 20, 18, 3, 16, 30, 17, 5, 10, 27, 13, 22, 9, 28, 26, 7, 14, 15, 24, 21, 1}",5.400853,0.163485,0.000326
"{1, 15, 3, 2, 17, 29, 28, 21, 13, 23, 12, 24, 4, 19, 11, 22, 7, 20, 30, 18, 26, 16, 27, 14, 25, 10, 5, 9, 8, 6, 1}",4.776358,"{1, 2, 17, 23, 29, 28, 21, 13, 12, 24, 4, 19, 11, 22, 7, 20, 30, 16, 26, 18, 27, 25, 14, 10, 5, 9, 8, 6, 15, 3, 1}",5.251784,0.099537,0.000324
"{1, 15, 8, 19, 28, 9, 20, 17, 12, 10, 22, 24, 11, 26, 21, 16, 5, 30, 4, 27, 25, 18, 7, 2, 6, 13, 29, 3, 14, 23, 1}",4.610425,"{1, 23, 14, 3, 29, 13, 6, 7, 2, 22, 10, 24, 11, 26, 18, 25, 27, 4, 30, 5, 16, 21, 12, 17, 20, 9, 28, 19, 8, 15, 1}",4.818706,0.045176,0.000316
"{1, 22, 21, 4, 27, 9, 23, 26, 18, 20, 16, 28, 11, 7, 29, 5, 30, 8, 24, 14, 15, 3, 19, 12, 2, 25, 6, 13, 10, 17, 1}",4.563635,"{1, 17, 10, 25, 6, 13, 12, 2, 19, 15, 3, 28, 14, 24, 8, 30, 7, 29, 5, 11, 16, 20, 18, 26, 23, 9, 27, 4, 22, 21, 1}",4.885019,0.070423,0.000322
"{1, 5, 19, 22, 27, 12, 23, 29, 8, 6, 7, 26, 21, 14, 30, 16, 28, 25, 9, 20, 2, 11, 15, 18, 17, 10, 3, 4, 24, 13, 1}",4.224902,"{1, 24, 13, 20, 2, 11, 15, 18, 17, 4, 19, 3, 10, 22, 27, 12, 23, 8, 29, 6, 21, 7, 26, 14, 30, 16, 28, 25, 9, 5, 1}",4.458203,0.055221,0.000319
"{1, 2, 4, 21, 22, 19, 24, 12, 29, 15, 23, 26, 7, 11, 10, 25, 16, 27, 17, 28, 14, 8, 20, 3, 30, 18, 6, 13, 5, 9, 1}",4.575142,"{1, 9, 5, 6, 13, 18, 30, 20, 3, 8, 28, 17, 27, 16, 25, 10, 14, 7, 11, 26, 29, 12, 15, 23, 22, 19, 21, 24, 4, 2, 1}",5.349100,0.169166,0.000331
