optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 20, 4, 28, 21, 26, 18, 3, 14, 23, 10, 11, 19, 17, 13, 27, 6, 22, 30, 9, 16, 2, 5, 12, 24, 29, 8, 25, 15, 7, 1}",4.233966,"{1, 19, 17, 11, 28, 21, 26, 18, 3, 14, 10, 23, 13, 27, 6, 22, 30, 9, 16, 2, 5, 12, 24, 29, 8, 25, 15, 7, 20, 4, 1}",4.254881,0.004940,0.057974
"{1, 29, 15, 17, 25, 9, 3, 16, 10, 19, 6, 12, 23, 24, 26, 14, 20, 27, 18, 21, 13, 5, 2, 4, 8, 28, 7, 11, 30, 22, 1}",4.333847,"{1, 22, 11, 7, 28, 2, 8, 4, 9, 3, 10, 16, 25, 17, 15, 19, 6, 12, 23, 24, 26, 14, 20, 27, 18, 21, 13, 5, 30, 29, 1}",4.809180,0.109679,0.060376
"{1, 14, 23, 16, 20, 17, 6, 29, 3, 5, 22, 15, 12, 2, 24, 9, 26, 19, 11, 10, 18, 13, 28, 25, 27, 8, 30, 21, 7, 4, 1}",4.514865,"{1, 14, 4, 7, 21, 15, 22, 24, 2, 12, 18, 10, 11, 19, 26, 9, 5, 3, 29, 6, 17, 20, 16, 23, 8, 27, 25, 28, 13, 30, 1}",4.917533,0.089187,0.057834
"{1, 30, 26, 11, 13, 22, 21, 29, 4, 27, 10, 15, 16, 2, 25, 23, 9, 17, 20, 14, 12, 5, 19, 6, 18, 7, 8, 28, 24, 3, 1}",4.613831,"{1, 21, 3, 24, 28, 8, 7, 18, 6, 19, 5, 12, 14, 20, 17, 9, 23, 25, 2, 16, 15, 10, 27, 4, 29, 22, 13, 11, 26, 30, 1}",4.691664,0.016870,0.060059
"{1, 26, 19, 17, 27, 5, 7, 10, 2, 29, 18, 14, 21, 11, 22, 30, 23, 12, 9, 25, 16, 15, 13, 4, 20, 8, 3, 28, 24, 6, 1}",4.484922,"{1, 6, 24, 28, 3, 8, 20, 16, 25, 9, 12, 23, 30, 22, 11, 21, 14, 18, 29, 2, 10, 7, 5, 27, 17, 15, 13, 4, 19, 26, 1}",4.547040,0.013850,0.057964
"{1, 4, 3, 8, 16, 23, 21, 29, 24, 30, 11, 10, 28, 18, 9, 14, 7, 12, 6, 15, 2, 22, 26, 20, 13, 17, 5, 25, 19, 27, 1}",4.245440,"{1, 13, 20, 26, 17, 5, 25, 22, 2, 15, 19, 27, 4, 6, 12, 7, 14, 9, 18, 28, 10, 16, 11, 30, 24, 29, 21, 23, 8, 3, 1}",4.659626,0.097560,0.058433
"{1, 13, 6, 28, 27, 23, 4, 11, 12, 20, 17, 21, 8, 9, 16, 7, 5, 10, 30, 26, 29, 22, 3, 19, 18, 25, 2, 24, 15, 14, 1}",4.708093,"{1, 13, 6, 28, 27, 23, 4, 11, 12, 20, 17, 21, 8, 10, 30, 26, 22, 29, 3, 19, 18, 25, 2, 24, 7, 5, 16, 9, 15, 14, 1}",4.904103,0.041633,0.058435
"{1, 25, 12, 26, 21, 3, 22, 7, 18, 24, 17, 11, 20, 29, 15, 5, 28, 8, 10, 16, 23, 27, 9, 19, 13, 4, 14, 2, 6, 30, 1}",5.152972,"{1, 30, 25, 6, 2, 14, 19, 9, 13, 4, 21, 26, 3, 22, 18, 7, 27, 23, 16, 10, 8, 28, 5, 15, 29, 20, 11, 17, 24, 12, 1}",5.544606,0.076002,0.058159
"{1, 29, 30, 22, 13, 11, 7, 23, 14, 25, 24, 15, 9, 12, 4, 21, 5, 26, 8, 18, 28, 6, 17, 27, 2, 3, 19, 16, 20, 10, 1}",4.558947,"{1, 29, 30, 22, 13, 11, 7, 23, 14, 25, 24, 15, 9, 12, 4, 21, 5, 26, 8, 18, 28, 6, 17, 27, 2, 3, 19, 16, 20, 10, 1}",4.558947,0.000000,0.060127
"{1, 19, 23, 17, 28, 25, 15, 29, 6, 7, 9, 3, 2, 21, 4, 24, 13, 18, 12, 14, 30, 20, 10, 5, 11, 22, 16, 27, 26, 8, 1}",4.334706,"{1, 8, 26, 27, 16, 22, 11, 5, 10, 20, 30, 14, 12, 18, 13, 24, 4, 21, 2, 3, 9, 7, 6, 29, 15, 25, 28, 17, 23, 19, 1}",4.334707,0.000000,0.057955
"{1, 25, 27, 3, 8, 12, 28, 21, 14, 7, 4, 22, 19, 6, 10, 30, 23, 29, 20, 18, 15, 11, 16, 5, 26, 17, 13, 2, 9, 24, 1}",4.022496,"{1, 25, 3, 27, 13, 17, 26, 8, 12, 28, 21, 14, 7, 4, 22, 19, 6, 10, 30, 23, 29, 20, 18, 11, 16, 5, 15, 2, 9, 24, 1}",4.149216,0.031503,0.060109
"{1, 19, 23, 18, 21, 13, 4, 7, 8, 29, 10, 27, 28, 6, 30, 14, 16, 12, 17, 20, 2, 11, 5, 26, 25, 3, 15, 22, 9, 24, 1}",4.720510,"{1, 19, 23, 22, 15, 3, 26, 5, 11, 2, 12, 16, 14, 17, 20, 25, 9, 24, 30, 6, 28, 27, 10, 29, 8, 7, 4, 13, 18, 21, 1}",5.091843,0.078664,0.057862
"{1, 24, 28, 17, 27, 15, 10, 13, 30, 18, 23, 25, 8, 16, 29, 12, 20, 9, 19, 22, 11, 21, 5, 7, 14, 4, 6, 26, 2, 3, 1}",4.398964,"{1, 3, 2, 26, 6, 4, 14, 7, 19, 22, 5, 21, 11, 20, 9, 12, 29, 16, 8, 25, 23, 18, 30, 13, 10, 15, 27, 17, 28, 24, 1}",4.518742,0.027229,0.057794
"{1, 5, 28, 14, 27, 30, 25, 11, 7, 16, 3, 9, 21, 23, 20, 10, 15, 13, 17, 24, 26, 8, 22, 19, 4, 29, 2, 18, 12, 6, 1}",4.522433,"{1, 6, 12, 18, 2, 29, 4, 19, 22, 8, 26, 24, 13, 15, 10, 20, 23, 21, 9, 3, 17, 16, 7, 11, 25, 30, 27, 14, 28, 5, 1}",4.596740,0.016431,0.057939
"{1, 19, 3, 10, 12, 2, 6, 26, 22, 21, 28, 5, 25, 27, 17, 24, 7, 18, 16, 29, 23, 9, 8, 13, 15, 20, 11, 4, 30, 14, 1}",4.925651,"{1, 14, 30, 4, 11, 15, 20, 23, 9, 8, 13, 7, 24, 17, 27, 25, 26, 22, 5, 21, 28, 10, 3, 12, 2, 6, 18, 16, 29, 19, 1}",5.164730,0.048538,0.058122
"{1, 26, 23, 15, 10, 12, 28, 13, 20, 5, 3, 17, 9, 21, 25, 4, 18, 29, 14, 11, 19, 30, 7, 16, 2, 24, 6, 22, 27, 8, 1}",4.563201,"{1, 8, 6, 16, 7, 30, 19, 11, 14, 29, 18, 4, 25, 17, 9, 21, 5, 20, 3, 13, 12, 10, 15, 23, 28, 2, 24, 22, 27, 26, 1}",4.687881,0.027323,0.057911
"{1, 3, 26, 8, 5, 12, 25, 16, 15, 22, 14, 21, 18, 6, 28, 9, 20, 7, 30, 10, 24, 23, 13, 17, 2, 4, 29, 11, 27, 19, 1}",4.180293,"{1, 19, 27, 11, 29, 4, 2, 17, 13, 23, 24, 10, 30, 7, 20, 9, 28, 6, 18, 21, 14, 22, 15, 16, 25, 12, 5, 8, 26, 3, 1}",4.180292,0.000000,0.058228
"{1, 23, 22, 14, 26, 3, 24, 28, 25, 20, 21, 29, 2, 7, 17, 16, 6, 8, 5, 13, 30, 18, 19, 9, 11, 12, 10, 27, 4, 15, 1}",5.224743,"{1, 4, 10, 12, 11, 9, 27, 15, 6, 8, 5, 13, 18, 19, 30, 16, 17, 7, 2, 29, 21, 20, 25, 28, 24, 3, 26, 14, 22, 23, 1}",5.445146,0.042184,0.058316
"{1, 5, 8, 10, 6, 14, 7, 20, 12, 21, 17, 11, 4, 24, 29, 27, 23, 2, 9, 15, 13, 18, 22, 28, 25, 26, 16, 30, 19, 3, 1}",4.445446,"{1, 3, 19, 30, 16, 26, 25, 28, 22, 18, 13, 15, 9, 27, 23, 2, 29, 24, 4, 11, 17, 21, 12, 20, 7, 14, 6, 10, 5, 8, 1}",4.794516,0.078523,0.058182
"{1, 29, 4, 8, 3, 27, 24, 15, 17, 2, 23, 25, 14, 30, 13, 9, 18, 7, 11, 21, 12, 26, 10, 6, 20, 5, 22, 16, 19, 28, 1}",4.594259,"{1, 29, 4, 24, 3, 27, 15, 17, 2, 23, 25, 14, 30, 13, 9, 18, 7, 11, 21, 12, 26, 10, 6, 20, 5, 22, 16, 19, 8, 28, 1}",4.596820,0.000558,0.058097
"{1, 4, 11, 19, 6, 24, 3, 20, 25, 30, 7, 13, 14, 15, 18, 29, 16, 28, 2, 8, 27, 21, 23, 10, 5, 9, 26, 12, 22, 17, 1}",4.707633,"{1, 4, 11, 19, 6, 24, 3, 20, 25, 21, 14, 13, 30, 7, 15, 18, 29, 16, 2, 28, 12, 26, 8, 27, 23, 10, 5, 9, 22, 17, 1}",5.060734,0.075006,0.057699
"{1, 7, 25, 18, 17, 23, 5, 26, 10, 21, 27, 11, 22, 9, 12, 29, 19, 28, 24, 30, 8, 16, 3, 14, 6, 2, 15, 4, 20, 13, 1}",4.466599,"{1, 7, 25, 6, 2, 14, 3, 15, 4, 13, 20, 16, 8, 30, 24, 28, 19, 29, 12, 9, 22, 11, 27, 21, 10, 26, 17, 18, 23, 5, 1}",4.876227,0.091709,0.057962
"{1, 22, 13, 6, 9, 29, 27, 30, 25, 20, 24, 19, 3, 21, 14, 5, 12, 26, 4, 7, 16, 2, 18, 10, 11, 17, 8, 28, 23, 15, 1}",4.681131,"{1, 24, 19, 25, 20, 3, 21, 14, 5, 12, 16, 2, 18, 7, 10, 26, 4, 29, 27, 30, 22, 13, 6, 9, 11, 17, 8, 28, 23, 15, 1}",4.829950,0.031791,0.060332
"{1, 12, 17, 19, 11, 8, 4, 3, 22, 2, 18, 28, 15, 6, 9, 30, 13, 29, 27, 25, 7, 26, 23, 20, 24, 16, 14, 5, 21, 10, 1}",4.284163,"{1, 5, 21, 7, 26, 23, 20, 24, 16, 14, 12, 17, 11, 8, 4, 19, 3, 22, 2, 18, 28, 15, 6, 9, 30, 13, 29, 27, 25, 10, 1}",4.535323,0.058625,0.058214
"{1, 25, 28, 30, 3, 4, 16, 27, 6, 12, 26, 20, 22, 7, 13, 14, 11, 9, 18, 23, 21, 2, 5, 17, 24, 8, 15, 10, 29, 19, 1}",4.678457,"{1, 25, 28, 30, 3, 4, 16, 27, 6, 12, 26, 20, 22, 7, 13, 14, 11, 9, 18, 23, 21, 2, 24, 8, 15, 10, 29, 19, 17, 5, 1}",4.876331,0.042295,0.059860
"{1, 18, 15, 20, 10, 19, 23, 11, 3, 7, 12, 30, 27, 2, 28, 16, 14, 29, 25, 6, 4, 9, 21, 13, 17, 26, 22, 8, 24, 5, 1}",4.830416,"{1, 18, 22, 15, 11, 3, 7, 12, 30, 27, 2, 28, 16, 14, 19, 23, 20, 10, 29, 6, 4, 9, 25, 21, 13, 17, 26, 8, 24, 5, 1}",4.979225,0.030807,0.058460
"{1, 13, 17, 12, 6, 26, 14, 20, 19, 30, 9, 25, 16, 24, 11, 3, 23, 2, 21, 10, 28, 4, 8, 15, 29, 7, 27, 22, 5, 18, 1}",4.261620,"{1, 18, 5, 22, 27, 7, 29, 15, 8, 10, 4, 28, 21, 2, 23, 3, 11, 24, 16, 25, 9, 30, 19, 20, 14, 26, 6, 12, 17, 13, 1}",4.259207,-0.000566,0.058259
"{1, 20, 2, 7, 26, 15, 17, 27, 13, 4, 30, 11, 28, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 14, 24, 3, 23, 6, 1}",4.135425,"{1, 20, 2, 4, 7, 26, 15, 17, 27, 13, 30, 11, 28, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 14, 24, 3, 23, 6, 1}",4.340661,0.049629,0.058485
"{1, 19, 28, 23, 7, 27, 6, 10, 22, 29, 21, 11, 5, 2, 16, 15, 3, 4, 17, 20, 26, 9, 14, 30, 25, 18, 8, 13, 24, 12, 1}",4.556028,"{1, 12, 24, 13, 6, 22, 29, 21, 11, 5, 2, 10, 16, 15, 3, 4, 17, 20, 8, 18, 26, 9, 14, 25, 30, 19, 28, 23, 7, 27, 1}",4.712678,0.034383,0.058138
"{1, 18, 30, 23, 12, 26, 13, 3, 2, 11, 10, 14, 29, 8, 19, 28, 25, 4, 6, 17, 27, 24, 22, 7, 15, 5, 9, 16, 21, 20, 1}",4.930411,"{1, 18, 30, 12, 26, 13, 3, 23, 27, 17, 29, 14, 10, 11, 2, 8, 19, 28, 25, 4, 6, 24, 22, 7, 5, 15, 16, 9, 21, 20, 1}",5.401575,0.095563,0.059719
"{1, 2, 23, 17, 13, 4, 8, 5, 22, 16, 27, 14, 9, 28, 24, 3, 26, 15, 21, 25, 12, 10, 29, 11, 19, 18, 20, 6, 7, 30, 1}",4.918149,"{1, 30, 7, 6, 20, 18, 19, 11, 29, 10, 12, 25, 21, 15, 26, 3, 24, 28, 9, 14, 27, 16, 22, 5, 8, 4, 13, 17, 23, 2, 1}",4.918149,0.000000,0.058015
"{1, 10, 13, 16, 18, 25, 30, 3, 5, 4, 23, 27, 12, 28, 8, 17, 9, 29, 20, 21, 7, 19, 24, 22, 6, 2, 11, 15, 26, 14, 1}",4.846175,"{1, 14, 26, 15, 11, 2, 6, 22, 24, 19, 7, 20, 29, 9, 17, 12, 27, 23, 28, 8, 4, 5, 3, 30, 18, 25, 21, 13, 16, 10, 1}",4.990300,0.029740,0.058164
"{1, 2, 27, 13, 30, 19, 16, 6, 4, 5, 18, 23, 17, 7, 26, 21, 24, 15, 8, 29, 28, 20, 9, 22, 11, 25, 10, 12, 14, 3, 1}",4.918168,"{1, 3, 12, 10, 14, 22, 11, 9, 20, 28, 29, 8, 15, 24, 21, 26, 7, 17, 23, 25, 18, 5, 4, 6, 16, 19, 30, 13, 27, 2, 1}",5.155377,0.048231,0.059026
"{1, 26, 25, 18, 27, 14, 24, 6, 29, 30, 13, 7, 11, 4, 8, 15, 17, 9, 2, 19, 5, 23, 12, 20, 16, 21, 28, 10, 3, 22, 1}",4.570320,"{1, 26, 25, 18, 27, 14, 16, 23, 6, 24, 29, 30, 13, 7, 11, 4, 8, 15, 17, 9, 2, 19, 5, 12, 20, 21, 28, 10, 3, 22, 1}",4.632581,0.013623,0.057932
"{1, 24, 16, 4, 21, 23, 15, 14, 28, 22, 17, 10, 6, 18, 12, 25, 29, 2, 11, 7, 26, 20, 27, 30, 13, 3, 9, 8, 5, 19, 1}",4.581218,"{1, 24, 16, 28, 14, 15, 23, 21, 4, 8, 19, 5, 27, 30, 13, 9, 3, 26, 20, 7, 11, 2, 29, 25, 12, 18, 6, 10, 17, 22, 1}",4.898275,0.069208,0.058116
"{1, 20, 7, 5, 16, 10, 8, 29, 11, 17, 23, 19, 30, 15, 13, 27, 25, 21, 24, 6, 12, 22, 9, 26, 28, 2, 4, 3, 18, 14, 1}",4.402239,"{1, 14, 18, 3, 4, 26, 9, 22, 12, 6, 24, 27, 21, 25, 17, 23, 19, 30, 11, 29, 8, 10, 16, 15, 13, 2, 28, 20, 5, 7, 1}",4.763584,0.082082,0.057900
"{1, 12, 15, 3, 27, 26, 10, 14, 17, 23, 16, 28, 30, 18, 13, 19, 29, 11, 8, 20, 22, 9, 4, 7, 24, 21, 5, 2, 6, 25, 1}",4.954758,"{1, 25, 6, 2, 5, 21, 9, 24, 7, 4, 20, 8, 11, 29, 19, 13, 18, 30, 28, 16, 23, 17, 14, 10, 26, 27, 3, 15, 22, 12, 1}",4.982048,0.005508,0.058056
"{1, 12, 18, 17, 30, 19, 26, 29, 27, 13, 21, 6, 23, 25, 3, 2, 11, 28, 8, 7, 9, 10, 4, 5, 20, 14, 16, 22, 15, 24, 1}",4.999864,"{1, 24, 15, 22, 16, 14, 20, 7, 5, 4, 10, 9, 8, 28, 11, 2, 3, 23, 6, 21, 13, 27, 29, 26, 25, 19, 30, 17, 18, 12, 1}",5.094292,0.018886,0.058565
"{1, 24, 21, 3, 10, 9, 7, 29, 20, 12, 6, 2, 26, 27, 8, 15, 23, 28, 14, 11, 25, 22, 5, 30, 17, 16, 4, 19, 18, 13, 1}",4.514455,"{1, 13, 17, 18, 19, 16, 4, 23, 15, 8, 2, 12, 20, 6, 26, 27, 28, 30, 5, 22, 25, 11, 14, 29, 7, 9, 10, 3, 21, 24, 1}",5.054305,0.119582,0.057717
"{1, 12, 28, 2, 14, 27, 22, 6, 17, 21, 13, 16, 3, 5, 15, 26, 11, 23, 18, 10, 29, 7, 9, 24, 25, 8, 20, 19, 30, 4, 1}",4.357007,"{1, 12, 2, 14, 28, 22, 27, 6, 17, 21, 16, 3, 5, 15, 26, 11, 23, 18, 10, 29, 7, 13, 9, 25, 8, 20, 24, 19, 30, 4, 1}",4.483582,0.029051,0.058533
"{1, 4, 5, 17, 15, 23, 18, 30, 11, 28, 27, 13, 25, 10, 21, 19, 26, 20, 8, 14, 22, 2, 16, 3, 29, 12, 7, 6, 9, 24, 1}",4.821879,"{1, 4, 5, 17, 15, 23, 11, 18, 30, 20, 8, 14, 22, 2, 19, 26, 21, 28, 10, 27, 13, 25, 16, 3, 29, 12, 7, 6, 9, 24, 1}",5.187803,0.075888,0.058273
"{1, 7, 21, 26, 24, 18, 19, 16, 30, 23, 27, 29, 12, 8, 17, 4, 6, 10, 2, 13, 15, 3, 11, 22, 9, 20, 14, 28, 5, 25, 1}",4.490340,"{1, 25, 7, 21, 26, 24, 18, 19, 16, 30, 23, 4, 17, 8, 6, 10, 2, 13, 15, 3, 11, 22, 9, 14, 28, 5, 20, 12, 29, 27, 1}",4.842237,0.078368,0.057933
"{1, 28, 2, 11, 7, 9, 25, 26, 30, 6, 13, 29, 20, 3, 12, 17, 10, 23, 4, 22, 8, 27, 24, 19, 15, 5, 21, 14, 18, 16, 1}",4.072024,"{1, 16, 18, 6, 13, 29, 20, 3, 12, 17, 10, 23, 4, 22, 8, 27, 19, 24, 15, 5, 21, 14, 28, 2, 11, 7, 9, 25, 30, 26, 1}",4.134924,0.015447,0.060184
"{1, 5, 30, 9, 23, 6, 8, 27, 7, 19, 28, 4, 21, 17, 2, 16, 10, 29, 15, 26, 12, 11, 20, 24, 13, 3, 18, 14, 25, 22, 1}",4.428290,"{1, 5, 9, 23, 30, 18, 3, 28, 19, 6, 8, 27, 7, 4, 21, 17, 29, 2, 10, 16, 15, 26, 12, 11, 20, 24, 13, 14, 25, 22, 1}",4.800419,0.084034,0.060186
"{1, 13, 2, 18, 9, 6, 26, 10, 24, 3, 23, 17, 15, 14, 29, 30, 20, 19, 28, 12, 4, 21, 16, 22, 7, 27, 8, 25, 11, 5, 1}",4.354819,"{1, 5, 11, 25, 8, 27, 7, 22, 16, 21, 4, 12, 28, 19, 20, 30, 29, 14, 15, 17, 23, 3, 24, 10, 26, 6, 9, 18, 2, 13, 1}",4.354819,0.000000,0.059948
"{1, 18, 30, 28, 29, 26, 3, 7, 22, 2, 19, 8, 6, 24, 14, 20, 13, 4, 5, 21, 9, 16, 12, 15, 17, 10, 25, 27, 11, 23, 1}",5.012251,"{1, 23, 11, 17, 10, 25, 15, 12, 16, 9, 21, 5, 2, 19, 8, 4, 13, 20, 14, 6, 24, 28, 29, 26, 3, 7, 30, 22, 27, 18, 1}",5.481956,0.093712,0.058043
"{1, 18, 28, 21, 15, 20, 19, 27, 29, 22, 7, 13, 25, 24, 10, 26, 23, 5, 4, 6, 12, 16, 17, 14, 3, 2, 11, 30, 9, 8, 1}",4.793658,"{1, 18, 28, 21, 15, 26, 24, 10, 20, 19, 27, 29, 22, 7, 13, 25, 6, 4, 5, 23, 3, 14, 12, 16, 17, 2, 11, 30, 9, 8, 1}",5.304994,0.106669,0.057838
"{1, 30, 8, 22, 29, 16, 5, 26, 25, 10, 21, 15, 13, 11, 24, 3, 12, 17, 14, 20, 7, 2, 4, 27, 6, 28, 19, 18, 9, 23, 1}",4.929382,"{1, 8, 30, 22, 29, 16, 5, 26, 25, 10, 21, 15, 13, 11, 24, 12, 3, 6, 28, 19, 18, 9, 23, 27, 4, 14, 17, 20, 7, 2, 1}",5.032058,0.020829,0.058579
"{1, 8, 14, 21, 10, 25, 19, 29, 4, 24, 23, 26, 16, 22, 12, 7, 30, 15, 11, 17, 9, 28, 18, 20, 27, 2, 5, 6, 3, 13, 1}",4.711606,"{1, 13, 3, 6, 5, 2, 27, 20, 18, 28, 9, 8, 22, 17, 11, 15, 30, 7, 12, 16, 26, 23, 10, 25, 24, 4, 29, 19, 21, 14, 1}",5.151478,0.093359,0.058110
"{1, 20, 14, 10, 28, 9, 7, 25, 23, 18, 19, 24, 11, 30, 16, 2, 8, 5, 26, 29, 13, 21, 12, 17, 27, 15, 4, 6, 3, 22, 1}",4.709964,"{1, 22, 3, 6, 4, 15, 27, 17, 12, 21, 13, 29, 26, 5, 8, 2, 16, 30, 11, 24, 19, 18, 23, 20, 25, 7, 9, 28, 10, 14, 1}",4.726709,0.003555,0.058367
"{1, 21, 22, 30, 23, 27, 17, 16, 20, 19, 13, 4, 14, 28, 12, 26, 9, 7, 10, 2, 15, 8, 29, 25, 18, 11, 5, 24, 3, 6, 1}",4.472785,"{1, 21, 22, 16, 30, 5, 23, 27, 17, 20, 19, 13, 4, 14, 28, 12, 26, 9, 15, 8, 7, 2, 10, 29, 25, 18, 11, 24, 3, 6, 1}",4.785123,0.069831,0.060566
"{1, 21, 3, 13, 15, 29, 22, 26, 8, 20, 24, 28, 6, 11, 4, 16, 9, 19, 25, 23, 14, 2, 12, 7, 18, 17, 30, 5, 27, 10, 1}",4.594858,"{1, 23, 19, 25, 14, 2, 12, 7, 27, 18, 17, 30, 22, 26, 8, 24, 20, 15, 29, 3, 13, 28, 6, 11, 4, 16, 9, 21, 5, 10, 1}",5.055810,0.100319,0.058237
"{1, 25, 26, 22, 27, 4, 7, 5, 15, 14, 17, 28, 12, 6, 23, 19, 21, 10, 13, 9, 8, 16, 24, 20, 18, 30, 3, 29, 2, 11, 1}",4.272432,"{1, 11, 2, 29, 3, 30, 18, 20, 24, 16, 8, 9, 13, 10, 21, 19, 6, 12, 28, 23, 17, 14, 15, 5, 7, 4, 27, 22, 26, 25, 1}",4.367274,0.022199,0.057948
"{1, 16, 6, 8, 22, 9, 30, 21, 14, 28, 27, 25, 11, 29, 17, 23, 10, 7, 13, 18, 12, 3, 5, 15, 24, 26, 2, 4, 20, 19, 1}",4.027083,"{1, 19, 20, 4, 2, 26, 24, 15, 5, 3, 12, 18, 13, 7, 10, 23, 17, 29, 11, 25, 27, 28, 14, 21, 30, 16, 6, 8, 22, 9, 1}",4.175266,0.036797,0.060288
"{1, 18, 24, 23, 25, 19, 3, 2, 28, 13, 17, 15, 14, 21, 6, 4, 16, 8, 5, 30, 11, 7, 22, 26, 27, 20, 29, 10, 12, 9, 1}",4.599222,"{1, 18, 24, 23, 25, 19, 3, 2, 28, 13, 17, 15, 14, 21, 6, 4, 16, 8, 5, 30, 11, 7, 22, 26, 27, 20, 29, 10, 12, 9, 1}",4.599222,0.000000,0.060381
"{1, 5, 2, 30, 4, 16, 6, 23, 26, 8, 10, 11, 7, 18, 28, 24, 14, 22, 3, 19, 20, 27, 29, 21, 12, 9, 25, 13, 17, 15, 1}",4.769123,"{1, 5, 2, 30, 6, 23, 26, 8, 10, 11, 7, 18, 14, 22, 3, 24, 28, 27, 20, 29, 21, 12, 9, 13, 17, 25, 19, 16, 4, 15, 1}",5.399321,0.132141,0.058062
"{1, 25, 13, 8, 4, 17, 10, 29, 3, 30, 21, 14, 24, 20, 28, 2, 15, 16, 5, 6, 19, 26, 7, 11, 23, 22, 18, 27, 9, 12, 1}",4.213943,"{1, 25, 13, 8, 4, 17, 10, 29, 3, 30, 21, 14, 24, 20, 28, 2, 15, 16, 5, 6, 26, 7, 11, 23, 22, 18, 19, 27, 9, 12, 1}",4.292295,0.018594,0.058662
"{1, 12, 28, 3, 11, 29, 9, 2, 23, 13, 26, 25, 8, 20, 18, 5, 19, 30, 15, 17, 10, 6, 7, 16, 4, 27, 14, 24, 21, 22, 1}",4.751351,"{1, 29, 11, 9, 2, 23, 13, 26, 25, 3, 8, 20, 18, 5, 19, 15, 30, 28, 12, 10, 17, 7, 6, 16, 4, 27, 14, 24, 21, 22, 1}",5.111294,0.075756,0.058221
"{1, 15, 18, 20, 24, 23, 28, 7, 9, 16, 6, 27, 13, 3, 17, 14, 21, 25, 30, 4, 5, 26, 19, 8, 12, 11, 22, 10, 2, 29, 1}",4.562871,"{1, 15, 11, 22, 8, 12, 7, 28, 23, 18, 20, 24, 9, 16, 6, 27, 13, 3, 17, 14, 21, 25, 30, 4, 5, 19, 26, 10, 2, 29, 1}",4.850737,0.063089,0.060026
"{1, 10, 16, 20, 25, 5, 27, 3, 19, 4, 9, 17, 26, 11, 6, 13, 21, 12, 24, 2, 8, 30, 7, 28, 18, 23, 29, 14, 22, 15, 1}",4.360688,"{1, 10, 16, 25, 5, 27, 3, 19, 4, 9, 17, 6, 26, 11, 13, 21, 12, 8, 24, 2, 7, 28, 30, 20, 14, 29, 23, 18, 22, 15, 1}",4.768407,0.093499,0.058070
"{1, 12, 2, 18, 17, 8, 10, 15, 13, 5, 25, 27, 23, 9, 26, 21, 22, 6, 24, 20, 19, 28, 11, 4, 16, 29, 3, 30, 7, 14, 1}",4.605412,"{1, 14, 3, 29, 16, 11, 28, 20, 19, 4, 30, 7, 25, 27, 23, 24, 6, 22, 21, 26, 9, 13, 5, 15, 10, 8, 17, 18, 2, 12, 1}",4.813791,0.045246,0.060447
"{1, 12, 7, 19, 13, 24, 20, 29, 8, 5, 25, 21, 6, 22, 23, 11, 4, 18, 9, 26, 27, 14, 3, 17, 16, 2, 28, 30, 10, 15, 1}",4.500215,"{1, 19, 13, 20, 24, 28, 2, 16, 17, 3, 14, 27, 26, 29, 9, 18, 4, 11, 22, 23, 5, 8, 7, 12, 25, 6, 21, 10, 30, 15, 1}",4.875533,0.083400,0.058207
"{1, 24, 12, 16, 2, 22, 8, 29, 30, 9, 6, 19, 11, 4, 7, 10, 26, 18, 28, 23, 27, 15, 17, 25, 5, 3, 20, 13, 21, 14, 1}",4.325580,"{1, 24, 12, 16, 30, 29, 8, 2, 22, 5, 25, 17, 15, 27, 23, 28, 18, 26, 10, 7, 11, 19, 6, 9, 4, 21, 14, 13, 20, 3, 1}",4.475274,0.034607,0.057899
"{1, 8, 5, 16, 30, 12, 20, 3, 21, 7, 9, 18, 25, 26, 17, 23, 10, 2, 4, 15, 22, 13, 27, 19, 28, 14, 29, 24, 11, 6, 1}",4.207851,"{1, 8, 5, 30, 12, 3, 21, 7, 9, 18, 25, 20, 17, 26, 2, 4, 15, 22, 10, 23, 16, 13, 27, 19, 28, 14, 29, 24, 11, 6, 1}",4.830455,0.147962,0.058885
"{1, 4, 17, 12, 25, 2, 29, 19, 26, 20, 28, 11, 8, 15, 18, 23, 30, 16, 14, 24, 7, 21, 3, 5, 9, 22, 6, 13, 27, 10, 1}",4.905824,"{1, 10, 4, 27, 13, 6, 5, 9, 22, 2, 25, 12, 17, 29, 19, 26, 20, 28, 11, 15, 8, 18, 23, 30, 16, 3, 21, 7, 24, 14, 1}",5.397435,0.100210,0.059575
"{1, 20, 10, 27, 3, 12, 18, 23, 25, 21, 6, 14, 29, 8, 9, 16, 4, 24, 11, 13, 2, 30, 19, 15, 7, 28, 5, 17, 26, 22, 1}",4.867133,"{1, 22, 26, 17, 5, 28, 7, 15, 19, 30, 2, 13, 11, 24, 4, 16, 9, 8, 29, 14, 6, 21, 25, 23, 18, 12, 3, 27, 10, 20, 1}",4.867133,0.000000,0.058062
